"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_id","titular_pais_nacimiento_id"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-02","1995-12-14",1238,"TIGRE Nº 4","Buenos Aires","Nacional","1995","12","SEDAN 4 PTAS","37","RENAULT","AB","RENAULT 9 RL","1","Privado","Física","TIGRE","BUENOS AIRES","No identificado","1983","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-04","2006-08-10",1238,"TIGRE Nº 4","Buenos Aires","Protocolo 21","2006","22","SEDAN 3 PTAS","136","VOLKSWAGEN","348","FOX 1.6","1","Privado","Física","TIGRE","BUENOS AIRES","Femenino","1985","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-11","2011-05-27",1238,"TIGRE Nº 4","Buenos Aires","Protocolo 21","2011","02","SEDAN 4 PTAS","136","VOLKSWAGEN","426","VOYAGE 1.6","1","Privado","Física","TIGRE","BUENOS AIRES","No identificado","1984","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-29","1980-08-28",1238,"TIGRE Nº 4","Buenos Aires","Nacional","1980","26","CHASIS C/CABINA","19","FORD","11","F-100","1","Privado","Física","LOD TRONCOS","BUENOS AIRES","Masculino","1985","BOLIVIA",100,"06","BOL"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-02","1999-12-28",1239,"QUILMES Nº 8","Buenos Aires","Protocolo 21","1999","02","SEDAN 4 PTAS","024","CHEVROLET","275","VECTRA GLS 2.2 MPFI","1","Privado","Física","QUILMES","BUENOS AIRES","Masculino","1974","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-01","1995-07-18",1239,"QUILMES Nº 8","Buenos Aires","Nacional","1995","12","SEDAN 4 PUERTAS","17","FIAT","79","DUNA SDL 1.7","1","Privado","Física","BERNAL","BUENOS AIRES","Masculino","1997","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-08","2006-05-11",1239,"QUILMES Nº 8","Buenos Aires","Nacional","2006","20","PICK-UP","19","FORD","TU","RANGER DC 4X2 XL PLUS 3.0L D","1","Privado","Física","QUILMES","BUENOS AIRES","Masculino","1960","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-10","2012-08-24",1239,"QUILMES Nº 8","Buenos Aires","Nacional","2012","12","SEDAN 4 PUERTAS","17","FIAT","AZ","SIENA (F4) EL 1.4 8V","1","Privado","Física","QUILMES OESTE","BUENOS AIRES","Masculino","1969","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-25","2016-12-22",1239,"QUILMES Nº 8","Buenos Aires","Protocolo 21","2016","02","SEDAN 4 PUERTAS","044","FIAT","841","SIENA EL 1.4","1","Privado","Física","SAN FRANCISCO SOLANO","BUENOS AIRES","Masculino","1960","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-04","2013-03-15",1240,"JOSE C. PAZ Nº 1","Buenos Aires","Protocolo 21","2013","02","SEDAN 4 PUERTAS","136","VOLKSWAGEN","496","VOYAGE 1.6 GP","1","Privado","Física","JOSE C. PAZ","BUENOS AIRES","Femenino","1985","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-05","2014-11-06",1240,"JOSE C. PAZ Nº 1","Buenos Aires","Protocolo 21","2014","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","413","GOL TREND 1.6","1","Privado","Física","JOSE C.PAZ","BUENOS AIRES","Masculino","1974","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-16","2018-07-06",1240,"JOSE C. PAZ Nº 1","Buenos Aires","Nacional","2018","20","PICK-UP","53","VOLKSWAGEN","7L","AMAROK DC 2.0L TDI 180CV CONFORLINE 4X2 MAN EU5","1","Privado","Física","JOSÉ C. PAZ","BUENOS AIRES","Masculino","1979","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-17","2009-12-18",1240,"JOSE C. PAZ Nº 1","Buenos Aires","Protocolo 21","2009","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","274","GOL 1.6","1","Privado","Física","JOSE C PAZ","BUENOS AIRES","Masculino","1997","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-22","2012-01-25",1240,"JOSE C. PAZ Nº 1","Buenos Aires","Protocolo 21","2012","05","SEDAN 5 PTAS","136","VOLKSWAGEN","413","GOL TREND 1.6","1","Privado","Física","JOSÉ C. PAZ","BUENOS AIRES","No identificado","1981","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-25","2013-10-29",1240,"JOSE C. PAZ Nº 1","Buenos Aires","Importado","2013","02","SEDAN 4 PUERTAS","024","CHEVROLET","572","AVEO G3 LS 1.6N M/T","1","Privado","Física","JOSE C.PAZ","BUENOS AIRES","Femenino","1985","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-26","2015-02-10",1240,"JOSE C. PAZ Nº 1","Buenos Aires","Nacional","2015","12","SEDAN 4 PUERTAS","08","CHEVROLET","DX","CLASSIC 4 P LS ABS+AIRBAG 1.4N","1","Privado","Física","JOSE C PAZ","BUENOS AIRES","No identificado","1996","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-30","2010-12-07",1240,"JOSE C. PAZ Nº 1","Buenos Aires","Nacional","2010","17","SEDAN 5 PUERTAS","07","CITROEN","75","BERLINGO MULTISPACE 1.6 HDI SX PACK","1","Privado","Física","JOSE C.PAZ","BUENOS AIRES","Femenino","1965","ARGENTINA",25,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-30","2006-10-04",1240,"JOSE C. PAZ Nº 1","Buenos Aires","Nacional","2006","12","SEDAN 4 PTAS","37","RENAULT","SR","MEGANE TRI 1.9 L TD PACK","1","Privado","Física","JOSE C PAZ","BUENOS AIRES","No identificado","1963","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-01","2018-09-25",1241,"MAR DEL PLATA Nº 10","Buenos Aires","Protocolo 21","2018","05","SEDAN 5 PUERTAS","024","CHEVROLET","616","ONIX 1.4 N LT","1","Privado","Física","MAR DEL PLATA","BUENOS AIRES","Masculino","1976","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-09","2014-12-01",1241,"MAR DEL PLATA Nº 10","Buenos Aires","Nacional","2014","20","PICK-UP","19","FORD","WR","RANGER2 DC 4X2 XLT 3.2L D","1","Privado","Física","MAR DEL PLATA","BUENOS AIRES","Masculino","1963","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-15","2007-07-11",1241,"MAR DEL PLATA Nº 10","Buenos Aires","Protocolo 21","2007","05","SEDAN 5 PTAS","027","CITROEN","168","C3 1.4I","1","Privado","Física","MAR DEL PLATA","BUENOS AIRES","Femenino","1965","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-02","2010-09-01",1242,"MAR DEL PLATA Nº 11","Buenos Aires","Nacional","2010","17","SEDAN 5 PTAS","07","CITROEN","74","BERLINGO MULTISPACE 1.6 HDI SX","1","Privado","Física","MAR DEL PLATA","BUENOS AIRES","Masculino","1969","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-19","1998-01-13",1242,"MAR DEL PLATA Nº 11","Buenos Aires","Nacional","1998","12","SEDAN 4 PUERTAS","34","PEUGEOT","46","PEUGEOT 504 SLD DA","1","Privado","Física","MAR DEL PLATA","BUENOS AIRES","Masculino","1984","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-02","2011-02-14",1243,"BERAZATEGUI Nº 4","Buenos Aires","Protocolo 21","2011","04","RURAL 5 PUERTAS","047","FORD","597","ECOSPORT 1.6 L 4X2 XL PLUS","1","Privado","Física","BERAZATEGUI","BUENOS AIRES","Masculino","1972","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-02","2004-02-06",1243,"BERAZATEGUI Nº 4","Buenos Aires","Protocolo 21","2004","28","TRACTOR DE CARRETERA","047","FORD","166","CARGO 1722","1","Privado","Física","SOURIGUES","BUENOS AIRES","Masculino","1989","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-03","2013-11-06",1243,"BERAZATEGUI Nº 4","Buenos Aires","Importado","2013","04","RURAL 5 PUERTAS","104","PEUGEOT","698","3008 ALLURE","1","Privado","Física","HUDSON","BUENOS AIRES","Masculino","1978","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-05","2011-01-18",1243,"BERAZATEGUI Nº 4","Buenos Aires","Nacional","2011","22","FURGON VIDRIADO C/ASIENTOS","34","PEUGEOT","KE","PARTNER CONFORT 1.4","1","Privado","Física","HUDSON","BUENOS AIRES","Masculino","1975","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-11","2013-04-25",1243,"BERAZATEGUI Nº 4","Buenos Aires","Protocolo 21","2013","80","PICK-UP CABINA SIMPLE","136","VOLKSWAGEN","307","SAVEIRO 1.6","1","Privado","Jurídica","BERAZATEGUI","BUENOS AIRES","No aplica","2005","No aplica",100,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-15","1999-11-17",1243,"BERAZATEGUI Nº 4","Buenos Aires","Nacional","1999","12","SEDAN 4 PUERTAS","34","PEUGEOT","60","306XR16V4P/99","1","Privado","Física","PLATANOS","BUENOS AIRES","Masculino","2001","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-16","2007-08-06",1243,"BERAZATEGUI Nº 4","Buenos Aires","Protocolo 21","2007","22","SEDAN 3 PUERTAS","047","FORD","560","KA 1.6","1","Privado","Física","GUTIERREZ","BUENOS AIRES","Masculino","1974","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-19","2011-10-20",1243,"BERAZATEGUI Nº 4","Buenos Aires","Protocolo 21","2011","30","FURGONETA","044","FIAT","591","FIORINO FIRE 1242 MPI 8V","1","Privado","Física","BERAZATEGUI","BUENOS AIRES","Masculino","1969","ARGENTINA",100,"06","ARG"
